label,Turbidity,pH,Rainfall,Nitrogen,Phosphorus,Potassium,Humidity
Pothos (Epipremnum aureum),2.01,5.59,475.02,1.24,1.04,1.84,63.03
Orchid,0.72,6.5,464.47,1.28,1.08,2.41,35.9
Tomato,3.8,6.28,790.75,2.28,0.58,2.12,60.39
Pothos (Epipremnum aureum),1.16,6.48,238.0,2.24,1.47,1.73,42.49
Coriander (Cilantro),2.17,7.14,977.51,1.99,1.04,2.24,53.44
Iris,4.05,6.21,545.6,1.91,0.8,1.6,48.64
Daffodil,2.84,6.29,610.9,1.76,0.22,1.93,62.64
Lavender cotton (Santolina),2.92,7.0,737.81,2.23,1.12,1.19,59.55
Marigold,0.83,6.44,341.65,1.94,0.6,1.4,58.59
Geranium,1.32,6.97,991.8,2.92,1.04,1.76,55.34
Peppermint,2.41,6.2,391.57,2.16,1.04,2.16,67.97
Spearmint,0.92,6.96,645.34,1.79,0.84,2.49,82.68
Pansy,1.13,5.58,634.66,2.25,0.96,1.91,76.86
Orchid,3.23,6.58,484.41,2.95,1.16,2.31,68.9
Tarragon,2.21,6.37,398.48,2.47,0.54,1.24,50.26
Iris,0.88,7.03,481.85,1.17,0.29,0.93,62.74
Geranium,0.85,6.73,406.02,1.69,0.54,1.24,78.61
Parsley,2.75,6.57,444.04,1.52,0.97,1.59,52.91
Orchid,4.94,6.35,684.79,2.98,0.6,1.17,34.46
Peppermint,3.4,6.09,393.65,1.11,0.7,2.44,86.14
Impatiens,2.03,5.77,718.07,1.28,0.78,1.77,74.34
African violet (Saintpaulia),2.86,5.77,161.8,0.73,0.93,2.04,30.35
Lavender cotton (Santolina),1.94,7.43,616.86,1.7,1.15,1.83,49.6
Tomato,4.29,5.65,826.4,1.55,0.57,1.41,67.18
Lemon balm,3.19,6.87,840.43,2.71,0.73,1.41,68.09
Daffodil,1.3,6.12,410.17,0.64,0.26,0.96,68.1
Orchid,3.65,7.23,317.8,2.55,0.7,1.84,56.41
Mint,2.49,6.62,713.43,2.49,0.77,1.07,83.67
Sweet pea,1.5,5.91,277.25,2.43,1.12,1.46,72.8
Tarragon,1.58,7.3,500.14,1.6,0.53,1.75,42.02
Lemon verbena,1.88,7.24,859.95,1.66,0.51,1.06,72.9
Snake plant (Sansevieria trifasciata),2.5,5.52,625.85,2.7,0.27,1.11,39.02
Tarragon,1.66,7.65,349.7,1.02,0.68,1.27,61.24
Chamomile,1.35,6.02,293.54,2.49,0.89,1.61,56.14
Stevia,0.65,6.27,594.52,2.41,0.77,1.05,54.31
Marigold,2.31,6.49,632.25,2.74,0.68,1.97,47.36
Lavender cotton (Santolina),2.27,7.44,511.31,1.69,0.8,1.67,69.23
Nasturtium,0.63,6.11,494.81,1.45,1.03,1.05,74.64
Aloe vera,0.16,6.05,622.13,2.59,0.16,1.47,47.38
Pansy,1.98,6.69,617.2,1.27,0.82,1.23,78.35
Marigold,3.86,6.55,254.92,2.84,0.75,1.81,60.85
Mint,2.9,6.84,562.79,3.08,1.09,1.07,68.27
Lemon verbena,1.15,5.93,773.79,2.17,0.89,1.15,74.78
Snapdragon,2.72,7.41,258.28,2.6,0.92,1.29,66.8
Rosemary,4.36,6.28,727.41,1.04,0.79,1.79,53.99
Tarragon,2.77,7.31,334.1,1.58,0.62,1.91,51.35
Dill,1.74,7.24,221.45,1.96,0.63,1.06,42.68
Mint,3.06,6.1,884.14,2.8,1.5,1.8,81.25
Oregano,2.12,7.96,664.06,2.11,0.51,1.79,60.2
Basil,2.9,6.03,332.44,3.41,0.76,2.15,75.09
Sage,1.38,7.09,269.63,1.1,0.88,1.52,56.71
Iris,4.22,6.57,692.07,1.45,0.72,1.11,65.24
Peppermint,2.58,6.54,461.4,2.48,1.0,2.24,82.91
Iris,2.4,5.55,509.05,2.1,1.21,1.8,37.66
Tomato,4.12,5.64,640.95,1.71,0.72,1.46,78.71
Snapdragon,1.14,6.68,499.39,2.01,0.59,1.43,48.26
Parsley,2.96,6.69,551.0,1.9,1.02,2.49,71.55
Snapdragon,2.64,6.39,769.87,2.91,0.73,1.49,42.03
Chamomile,0.6,6.14,279.05,1.52,0.78,1.49,54.09
Parsley,2.07,6.26,865.35,2.44,0.64,1.53,74.91
Lemon verbena,3.47,6.1,350.75,1.83,0.8,1.76,52.1
Tarragon,2.83,7.38,377.45,1.03,0.97,1.16,64.96
Crocus,4.22,5.85,637.84,2.98,0.92,0.9,58.09
Zinnia,1.83,6.92,714.74,1.09,1.11,1.93,58.25
Spearmint,3.84,7.26,1163.04,2.4,1.07,2.38,64.52
Nasturtium,1.21,7.12,309.59,1.85,0.79,1.1,61.65
Iris,4.12,6.42,778.8,1.9,1.38,2.27,78.55
Rosemary,3.06,6.3,857.04,2.61,0.68,1.32,71.34
Parsley,4.27,5.6,685.66,2.2,1.14,1.46,75.28
Crocus,4.21,6.13,181.24,1.35,0.87,1.98,45.46
Lemon balm,4.09,6.57,885.0,2.11,1.14,1.32,69.48
Orchid,3.17,7.12,340.91,1.75,1.16,1.9,55.44
Peace lily (Spathiphyllum),2.82,7.31,437.63,1.23,0.9,0.76,64.23
Pansy,1.41,7.38,652.31,1.81,0.62,1.9,75.83
Sunflower,2.62,6.37,277.84,1.25,0.59,1.25,70.29
Nasturtium,2.86,6.41,524.68,2.29,1.03,1.04,50.07
Rosemary,1.96,7.26,1094.56,2.99,0.72,1.73,51.84
Pothos (Epipremnum aureum),3.06,5.82,725.63,2.19,0.56,0.85,42.41
Sunflower,2.93,6.98,855.14,1.85,0.71,1.7,73.94
Basil,3.33,6.31,1044.9,1.83,0.8,1.88,78.85
Nasturtium,1.04,5.54,555.69,1.54,0.79,1.38,62.63
Lily,1.49,6.57,574.41,2.68,1.08,1.03,62.12
Marjoram,0.83,5.72,726.83,1.32,0.59,1.9,71.76
Sweet pea,1.39,6.29,836.8,1.68,0.87,1.12,72.95
Tomato,4.31,6.63,994.4,2.69,0.59,1.04,66.88
Daffodil,1.26,5.97,300.54,1.39,1.31,1.68,48.1
Pothos (Epipremnum aureum),3.19,6.93,376.54,2.61,0.13,1.12,74.27
Spearmint,4.96,6.67,1111.98,2.22,0.97,1.87,64.72
Chives,2.33,6.58,387.8,1.64,0.57,2.21,68.38
Oregano,0.89,6.27,737.0,2.75,0.78,1.13,53.44
Pothos (Epipremnum aureum),2.08,5.59,465.68,1.88,0.6,0.84,51.93
Oregano,2.66,7.18,272.05,2.98,1.1,1.05,58.16
Geranium,2.88,5.83,964.55,2.14,1.07,1.1,60.42
Crocus,0.84,6.0,643.73,2.26,0.22,0.55,73.82
Daffodil,1.32,7.47,510.55,2.1,0.41,2.2,54.72
Crocus,3.79,5.61,115.63,2.56,0.47,2.22,53.76
Sweet pea,3.46,6.78,242.62,2.75,0.81,1.49,55.09
Iris,3.67,6.88,629.7,2.81,0.82,1.7,34.38
Tomato,2.1,6.3,298.48,1.73,1.14,2.06,62.51
Snapdragon,2.05,6.22,793.48,2.63,1.13,1.54,66.38
Marigold,0.85,7.53,626.13,1.94,0.67,1.83,65.35
Snake plant (Sansevieria trifasciata),2.88,6.91,661.22,1.24,0.13,0.8,45.37
Fennel,0.92,6.15,365.02,2.62,0.62,1.6,51.79
Bay leaf (Bay laurel),1.66,7.41,584.17,2.73,0.72,1.68,43.5
Bay leaf (Bay laurel),2.85,6.92,311.05,1.24,0.65,1.46,60.73
Oregano,2.22,6.49,520.96,1.93,0.94,1.21,57.58
Marigold,3.16,7.94,433.94,2.97,0.7,1.98,40.02
Stevia,1.98,6.03,388.93,1.16,0.7,1.92,50.17
Lavender cotton (Santolina),1.53,7.61,359.31,1.68,0.51,1.72,67.39
Parsley,3.02,6.28,826.08,1.95,0.94,1.04,63.17
Pansy,1.65,5.74,846.97,2.43,1.13,1.25,78.94
Spider plant (Chlorophytum comosum),3.79,5.57,539.27,0.99,1.16,0.6,47.24
Lavender,1.71,6.63,455.13,1.21,0.51,1.33,50.47
Sweet pea,1.92,6.64,651.34,1.31,0.63,1.75,78.93
Rose,4.82,6.99,792.38,1.63,1.3,1.41,56.51
Parsley,3.36,5.57,797.27,2.91,0.65,1.45,54.23
Lavender cotton (Santolina),1.75,6.73,544.84,1.31,1.12,1.28,49.43
Impatiens,3.44,6.08,599.43,1.37,0.68,1.17,71.5
Marigold,3.14,7.29,412.51,2.04,1.15,1.04,67.06
Fennel,2.33,6.98,368.59,2.93,0.58,1.02,49.88
Bay leaf (Bay laurel),3.81,6.38,218.83,2.73,0.85,1.98,55.23
Peace lily (Spathiphyllum),0.98,6.41,255.62,2.5,0.18,1.97,54.41
Crocus,4.23,6.91,287.82,0.87,1.17,1.1,71.49
Sunflower,0.64,5.55,834.84,1.02,1.09,1.15,60.92
Chives,1.37,6.84,538.42,1.84,1.02,1.08,65.53
Tulip,2.47,6.84,343.17,0.94,0.95,0.98,34.22
Fennel,0.88,6.03,752.67,2.53,0.83,1.37,45.62
Marjoram,1.29,5.62,368.02,1.83,0.84,1.72,71.25
Spearmint,4.35,7.03,879.37,1.58,0.96,1.07,60.58
Spider plant (Chlorophytum comosum),1.2,6.0,748.93,1.43,1.36,0.55,40.29
Coriander (Cilantro),2.75,6.91,811.54,2.21,0.92,1.98,71.21
Zinnia,3.18,6.02,693.48,1.17,1.17,1.58,70.8
Jade plant (Crassula ovata),0.64,5.65,552.2,1.51,0.11,1.59,64.48
Iris,0.66,6.75,206.29,2.81,0.29,1.24,37.73
Coriander (Cilantro),4.0,6.92,1048.07,2.26,1.06,1.1,71.69
Aloe vera,3.22,6.31,101.46,2.36,0.26,0.6,42.89
Peace lily (Spathiphyllum),0.59,6.33,724.03,1.19,1.3,2.47,57.9
Stevia,1.63,6.2,381.32,1.86,0.56,1.68,74.59
Lavender cotton (Santolina),2.68,6.35,630.06,1.74,0.92,1.33,63.85
Calendula (Pot marigold),1.99,6.47,750.11,1.77,0.78,1.22,58.94
Orchid,3.22,6.07,121.09,1.33,0.6,1.27,74.77
Bay leaf (Bay laurel),3.87,6.09,306.64,1.77,0.75,1.05,57.0
Daffodil,1.97,6.77,698.4,0.81,1.33,2.28,57.71
Peppermint,2.75,6.44,516.28,1.3,0.82,2.05,70.69
Peace lily (Spathiphyllum),1.84,5.9,442.51,0.55,1.22,0.99,44.01
Lavender,3.66,6.39,723.94,1.09,0.79,1.25,61.91
Lavender cotton (Santolina),3.35,7.19,594.93,1.49,0.85,1.7,60.95
Pothos (Epipremnum aureum),0.34,7.47,535.38,1.71,1.38,0.5,60.88
Daffodil,3.2,6.88,206.71,2.39,0.3,0.92,32.16
Stevia,2.85,5.67,384.79,1.32,0.96,1.46,60.82
Snapdragon,2.36,7.61,521.72,1.69,0.64,1.16,54.65
Rosemary,3.89,7.96,499.62,2.37,0.58,1.87,72.74
Marjoram,3.14,6.44,558.71,2.34,0.85,1.19,50.47
Nasturtium,1.98,6.61,300.64,1.19,0.73,1.01,64.41
Tarragon,1.81,6.87,565.75,1.02,0.67,1.08,55.69
Crocus,4.66,7.32,773.28,1.46,1.07,0.82,32.49
Crocus,0.31,6.11,495.91,0.57,0.31,0.66,77.98
Marigold,1.07,7.43,792.85,1.79,0.72,1.41,58.01
Sweet pea,1.76,6.32,463.96,1.14,0.93,1.07,57.29
African violet (Saintpaulia),1.93,5.79,740.1,1.99,0.63,2.49,41.47
Bay leaf (Bay laurel),2.19,7.97,477.22,2.82,0.72,1.58,41.79
Rose,0.35,7.2,138.4,1.92,0.16,2.35,65.02
Crocus,4.81,7.08,565.27,1.48,0.61,0.61,63.89
Fennel,1.77,7.1,744.15,1.24,0.89,1.45,59.27
Tomato,3.26,6.66,527.66,2.1,1.48,2.03,51.06
Impatiens,3.01,6.11,445.69,2.21,0.56,1.37,61.49
Parsley,3.67,7.13,868.56,2.93,1.19,1.38,75.79
Sunflower,0.77,6.36,925.07,1.16,1.01,1.01,69.43
Chamomile,3.98,6.63,934.91,1.96,0.99,1.45,64.3
Calendula (Pot marigold),2.57,6.68,261.39,2.41,0.93,1.15,67.05
Pothos (Epipremnum aureum),2.33,6.8,751.51,2.93,0.83,0.81,64.48
Peace lily (Spathiphyllum),1.15,6.41,443.98,1.29,1.0,1.08,78.78
Tomato,2.49,6.27,915.57,1.94,1.47,1.09,62.16
Basil,2.58,6.48,893.43,3.21,1.5,1.71,66.92
Thyme,2.58,7.03,738.71,1.99,0.82,1.61,53.93
Mint,4.69,7.11,1239.17,1.93,1.44,1.66,83.01
Dill,0.72,6.05,443.64,1.99,0.94,1.53,54.69
Pansy,1.9,6.64,476.4,2.61,0.61,1.62,52.81
Iris,2.82,7.09,458.68,2.74,1.1,0.64,50.42
Snapdragon,1.81,6.91,471.36,2.79,0.61,1.89,60.19
Morning glory,2.46,6.08,711.25,2.7,0.61,1.13,54.17
Stevia,2.92,6.83,305.38,2.28,0.53,1.0,57.13
Sweet pea,1.19,7.38,224.79,1.83,0.71,1.69,57.9
Impatiens,1.72,5.72,447.58,1.06,1.04,1.68,61.51
Nasturtium,1.59,5.54,593.56,1.68,0.9,1.07,56.18
Daffodil,1.44,5.66,792.94,1.54,0.52,1.15,30.46
Pothos (Epipremnum aureum),1.67,5.9,715.02,2.62,1.31,2.43,50.48
Peace lily (Spathiphyllum),2.06,5.53,734.49,1.18,0.26,1.28,78.24
Orchid,1.39,7.4,179.2,2.56,0.44,0.92,33.13
Tomato,3.24,6.97,599.78,1.91,0.92,2.36,54.78
Petunia,2.64,7.14,979.66,1.06,0.63,1.31,79.92
Geranium,1.72,5.96,487.6,1.83,0.62,1.45,52.36
Coriander (Cilantro),2.73,7.25,1141.72,1.69,0.97,2.46,66.75
Lavender,0.99,6.07,653.11,1.41,1.12,1.41,48.54
Zinnia,1.96,5.61,855.17,2.14,0.57,1.61,75.71
Impatiens,2.5,6.19,361.54,2.73,0.92,1.18,74.06
Sage,3.36,7.03,580.17,1.2,0.85,1.07,61.58
Thyme,3.59,7.65,609.05,1.33,0.78,1.06,50.79
Cilantro,1.44,7.06,1181.02,2.35,1.26,2.36,68.46
Tarragon,1.41,7.3,285.56,2.46,0.89,1.37,62.14
Chives,2.91,6.2,1003.5,3.1,0.86,1.64,65.91
Rosemary,3.96,7.48,979.76,1.6,1.14,1.34,54.29
African violet (Saintpaulia),2.42,6.76,168.73,1.2,0.94,2.13,58.26
Geranium,2.92,7.32,306.43,2.56,1.19,1.44,76.31
Oregano,2.82,6.28,303.44,2.25,1.09,1.75,64.92
Zinnia,1.37,7.23,617.63,2.35,1.01,1.36,66.52
Lavender cotton (Santolina),1.07,7.18,734.29,1.8,0.92,1.15,59.77
Marjoram,2.29,6.52,354.82,1.42,0.69,1.37,65.73
Chamomile,3.14,6.92,435.53,2.41,0.69,1.99,53.06
Jade plant (Crassula ovata),1.61,6.86,645.66,1.07,0.45,1.92,78.13
Coriander (Cilantro),0.73,6.97,332.38,1.78,0.86,1.78,74.85
Pansy,1.69,5.96,552.09,2.42,0.92,1.01,61.93
Lily,3.27,7.26,246.41,1.27,0.94,1.82,78.39
Pansy,1.69,5.7,232.29,1.31,0.93,1.77,50.6
Nasturtium,1.98,5.9,889.02,2.33,1.08,1.47,62.66
Rosemary,0.87,6.18,454.72,2.64,0.87,1.95,65.53
Spearmint,4.0,6.05,453.93,2.18,0.97,2.21,68.03
Chamomile,2.91,6.93,242.77,1.05,0.85,1.8,72.01
Lavender,0.93,6.79,237.97,1.36,0.63,1.03,64.05
Tomato,4.72,5.69,963.64,2.14,1.5,1.73,65.13
Pansy,1.42,6.71,515.68,2.92,0.58,1.17,72.4
Fennel,1.48,6.68,556.34,2.29,0.74,1.88,63.86
Lavender,2.32,7.76,376.53,1.65,1.08,1.02,43.51
Lavender cotton (Santolina),3.07,6.06,394.6,1.92,1.1,1.17,59.86
Peace lily (Spathiphyllum),0.24,5.6,495.81,2.66,0.35,2.03,44.43
Sunflower,0.83,7.07,678.94,2.46,0.81,1.94,55.13
Bay leaf (Bay laurel),1.27,7.15,540.05,1.91,0.54,1.61,43.89
Peppermint,4.19,6.28,332.85,2.99,0.77,1.93,77.17
Marjoram,1.82,6.75,608.51,1.85,1.07,1.52,71.51
Crocus,2.7,7.42,530.18,2.71,1.18,1.68,58.51
Jade plant (Crassula ovata),3.97,7.15,611.58,2.64,0.26,0.94,77.71
Lavender,2.29,6.16,476.66,1.25,0.78,1.16,60.23
Sage,1.45,7.6,444.47,1.99,0.74,1.82,47.15
Sweet pea,3.35,5.56,203.95,2.64,0.61,1.69,61.6
Lemon verbena,2.72,5.5,545.83,1.76,0.78,1.06,76.2
Impatiens,1.43,5.6,520.2,2.43,0.93,1.65,57.63
Jade plant (Crassula ovata),0.43,6.63,597.59,1.27,0.76,1.69,39.24
Rosemary,1.96,7.72,622.45,2.5,0.66,1.85,70.85
Parsley,3.97,6.09,1121.05,2.16,0.92,2.48,55.44
Nasturtium,0.72,6.94,457.18,1.01,1.07,1.48,69.12
Marjoram,3.4,6.27,665.38,1.51,1.12,1.09,58.1
Tarragon,1.93,6.95,697.2,1.22,0.7,1.17,45.73
Morning glory,2.27,7.09,345.48,2.22,1.18,1.41,57.89
Rose,2.28,6.02,200.88,0.56,1.35,1.53,43.68
Nasturtium,0.55,6.23,268.28,1.34,0.7,1.29,56.75
Lemon verbena,1.62,6.16,1058.34,1.7,0.57,1.65,58.76
Sunflower,2.6,6.15,344.46,2.01,1.17,1.73,53.75
Daffodil,0.29,6.96,351.37,1.95,0.91,0.65,41.14
Mint,5.44,7.11,1049.38,2.73,0.51,2.46,87.51
Spearmint,0.66,6.78,1071.69,2.48,0.91,1.07,68.08
African violet (Saintpaulia),3.61,5.51,603.6,2.56,1.48,1.46,56.34
Rosemary,3.0,6.34,957.42,1.18,0.84,1.95,56.95
Bay leaf (Bay laurel),3.4,6.54,588.1,2.79,0.77,1.88,53.5
Daffodil,2.45,7.3,415.35,0.8,0.18,2.39,66.19
Oregano,1.02,7.4,274.27,1.82,1.37,1.17,68.07
Spearmint,4.59,6.64,654.4,1.58,0.89,2.13,68.3
Snapdragon,2.08,6.78,641.33,1.8,0.66,1.77,56.39
Rosemary,3.21,6.82,809.55,2.27,0.62,1.55,68.77
Coriander (Cilantro),2.11,6.81,504.27,2.97,0.78,1.88,76.56
Rose,4.85,7.43,187.32,0.76,0.73,1.85,66.09
Oregano,1.84,7.51,744.94,1.75,1.46,1.2,60.99
Cilantro,1.23,7.01,416.84,2.8,0.71,1.86,71.71
Dill,2.24,6.18,296.02,1.65,0.66,1.79,41.5
Peppermint,0.81,6.07,672.97,1.27,0.53,2.19,80.29
Spearmint,2.67,7.34,562.11,2.06,0.9,2.28,71.32
Cilantro,3.58,6.59,503.03,2.98,1.27,1.36,74.98
Nasturtium,2.55,6.02,706.99,2.07,1.19,1.06,71.87
Geranium,3.24,6.59,372.17,1.44,0.6,1.46,78.38
Morning glory,3.05,5.58,243.14,2.97,0.53,1.01,68.17
Spider plant (Chlorophytum comosum),3.18,5.82,403.95,0.67,0.94,2.35,70.62
Orchid,1.1,5.74,275.57,2.25,0.28,1.1,30.08
Lemon balm,0.67,6.7,639.87,2.1,0.55,2.32,77.57
Iris,2.38,6.06,599.66,1.71,0.17,2.23,38.41
Fennel,0.6,6.53,437.75,2.04,0.69,1.48,50.81
Pothos (Epipremnum aureum),1.89,6.07,120.33,0.94,0.67,2.38,37.67
Geranium,2.98,6.65,666.87,1.28,1.15,1.69,61.44
Spearmint,3.7,6.42,1164.15,2.01,0.91,1.96,86.58
Crocus,4.89,5.7,151.94,0.74,1.17,2.06,73.23
Spider plant (Chlorophytum comosum),1.06,5.84,217.72,1.16,1.31,1.85,36.32
Snake plant (Sansevieria trifasciata),0.31,6.36,650.17,1.78,0.31,2.36,32.52
Lemon verbena,1.39,6.63,707.73,1.03,0.81,1.56,63.89
Rosemary,1.44,6.18,370.04,2.81,0.54,1.86,69.18
Fennel,0.95,7.22,401.44,2.28,0.65,1.02,43.91
Parsley,3.27,6.35,484.19,2.22,1.01,1.91,75.95
Oregano,3.75,7.84,786.43,1.89,1.13,1.15,60.58
Stevia,0.7,5.66,338.83,1.61,0.91,1.5,51.46
Parsley,2.1,6.51,1093.1,2.99,0.93,1.5,52.92
Spider plant (Chlorophytum comosum),2.93,5.54,574.58,2.99,0.35,0.85,72.5
Spearmint,2.1,6.29,1118.81,1.81,0.63,2.12,68.82
Zinnia,0.65,6.42,319.0,1.02,1.11,1.0,71.36
Parsley,1.63,5.7,428.58,1.94,0.77,1.39,56.88
Marigold,3.45,6.44,705.12,2.48,0.65,1.66,45.77
Aloe vera,3.97,5.69,445.87,1.92,0.7,0.67,38.4
Nasturtium,0.65,6.07,640.13,1.66,0.59,1.65,61.95
Impatiens,1.35,7.1,450.4,1.62,1.16,1.38,58.01
Tarragon,1.55,7.82,321.23,2.18,0.68,1.42,49.77
Chamomile,2.07,6.63,744.25,1.0,0.95,1.36,53.84
Jade plant (Crassula ovata),3.98,5.6,210.78,0.82,0.85,1.72,35.66
Bay leaf (Bay laurel),2.08,6.9,640.06,2.2,0.75,1.45,52.0
Pothos (Epipremnum aureum),0.17,7.47,415.29,2.69,0.11,1.2,56.5
Zinnia,1.91,6.38,673.13,1.15,0.59,1.54,70.74
Spearmint,2.21,7.37,472.79,1.76,0.66,2.38,78.1
Tomato,0.93,6.51,452.99,1.51,0.68,1.89,77.43
Lavender,3.15,6.29,675.71,1.8,0.59,0.95,40.56
Peace lily (Spathiphyllum),4.12,7.3,770.72,0.81,0.86,1.46,74.28
Thyme,3.68,6.72,512.18,2.23,0.69,1.58,70.13
Marjoram,2.73,6.45,746.53,2.6,0.84,1.0,73.05
Snake plant (Sansevieria trifasciata),2.12,7.43,246.12,2.17,0.83,1.76,40.67
Dill,1.57,7.07,525.68,1.08,0.75,1.49,51.33
Thyme,0.95,6.11,802.4,2.59,0.76,1.77,54.55
Orchid,2.71,6.11,793.44,1.98,1.2,1.02,44.97
Spearmint,2.95,7.15,874.48,1.63,0.91,1.99,88.33
Pothos (Epipremnum aureum),2.14,7.42,561.89,1.81,1.17,0.81,48.75
Crocus,1.6,5.84,708.14,2.28,0.5,1.22,69.68
Aloe vera,1.38,5.84,450.71,2.75,0.85,0.97,61.69
Daffodil,0.22,5.76,310.2,1.8,1.06,2.4,54.91
Sweet pea,1.06,6.95,407.33,1.29,0.71,1.48,56.4
Peppermint,1.93,6.33,757.62,2.58,0.93,1.32,88.85
Peppermint,1.43,7.03,502.64,1.16,0.59,2.02,72.71
Peppermint,1.74,7.38,616.97,1.75,0.51,2.46,78.79
Sunflower,1.72,7.45,773.66,2.72,0.84,1.56,57.63
Fennel,1.72,6.25,243.32,1.43,0.6,1.93,58.83
Coriander (Cilantro),1.49,7.02,393.01,2.07,0.54,1.84,54.69
Rosemary,4.28,7.04,971.1,1.83,0.66,1.41,58.19
Zinnia,0.65,6.93,355.36,1.63,0.67,1.42,57.93
Peppermint,3.02,7.21,323.8,1.68,0.92,1.64,72.26
Lily,3.23,6.0,679.57,2.57,0.31,1.48,62.85
Peppermint,2.38,7.04,558.11,2.26,0.9,1.88,62.22
Parsley,3.84,7.3,497.49,1.67,0.94,1.01,57.0
Petunia,0.56,6.42,609.68,1.09,1.06,1.33,62.77
Daffodil,3.33,6.69,651.84,2.37,0.7,0.97,54.71
Jade plant (Crassula ovata),0.18,5.54,145.32,0.68,0.57,1.3,76.47
Fennel,3.74,7.09,691.79,2.11,0.94,1.62,46.31
Marigold,1.09,6.1,612.06,2.34,0.65,1.43,40.68
Sweet pea,1.34,6.45,663.39,2.14,0.8,1.86,76.24
Daffodil,0.43,6.05,690.76,1.09,0.72,1.85,45.61
Cilantro,3.59,6.28,935.91,2.13,1.49,1.74,68.73
Snapdragon,3.99,6.05,541.87,1.95,0.66,1.53,54.41
Spearmint,1.03,6.38,374.4,2.16,0.87,2.02,62.93
Lavender cotton (Santolina),1.54,7.79,548.37,1.39,1.1,1.44,54.95
Lily,1.32,6.11,229.16,2.62,1.37,2.13,58.59
Lemon balm,1.87,6.06,325.33,1.69,1.04,1.41,69.42
Marigold,2.53,7.28,247.38,1.23,0.54,1.09,65.51
Daffodil,1.77,7.05,580.58,0.77,0.73,1.81,70.42
Marigold,2.8,7.95,425.09,1.07,0.89,1.36,59.84
Zinnia,2.82,6.23,515.41,1.16,0.88,1.46,74.92
Tulip,4.01,7.07,175.57,1.89,0.98,1.89,68.88
Lavender,0.55,6.34,779.51,1.66,0.81,1.39,65.03
Impatiens,1.39,5.88,340.89,2.75,0.66,1.5,54.05
Peace lily (Spathiphyllum),3.6,6.03,782.09,2.16,0.67,1.98,56.63
Snake plant (Sansevieria trifasciata),0.14,6.01,536.47,2.07,0.8,1.41,44.46
Chives,4.26,7.0,1056.49,2.17,0.95,2.33,84.84
Snapdragon,0.84,6.13,383.83,1.99,0.56,1.87,60.41
Tomato,3.21,6.33,993.22,2.93,1.2,1.49,56.5
Daffodil,3.56,5.65,656.01,2.1,1.03,2.31,46.46
Morning glory,0.92,7.0,273.81,1.24,1.01,1.67,78.07
Lavender,2.39,6.79,307.3,1.44,1.07,0.66,44.14
Mint,1.72,6.82,398.72,1.53,0.89,1.4,85.56
Spearmint,0.52,6.67,1011.37,2.98,1.18,1.11,73.83
Chives,1.31,7.23,925.68,1.96,0.54,1.35,82.05
Daffodil,2.61,5.92,101.1,2.84,1.39,0.76,68.83
Marjoram,3.01,5.69,243.97,2.46,0.64,1.81,66.62
Zinnia,2.43,5.54,226.9,1.85,1.11,1.28,55.19
Iris,4.61,7.07,642.54,1.13,0.69,0.86,33.0
Pansy,0.71,5.54,820.1,1.97,0.85,1.71,61.98
African violet (Saintpaulia),3.3,6.99,564.54,2.17,0.93,2.46,51.23
Bay leaf (Bay laurel),0.63,7.47,735.39,1.92,0.74,1.67,49.95
Chamomile,1.3,6.98,780.11,2.35,0.59,1.93,56.87
Sage,1.09,6.73,361.89,2.48,0.95,1.25,68.71
Snake plant (Sansevieria trifasciata),1.95,7.29,705.54,1.08,0.55,1.87,58.59
Lily,2.26,6.39,214.09,0.72,0.63,2.37,64.48
Sunflower,3.48,6.09,707.32,2.33,0.95,1.47,50.47
Calendula (Pot marigold),1.25,6.93,438.52,2.31,0.75,1.26,74.0
Sweet pea,0.76,5.52,955.06,1.29,1.16,1.9,65.19
Stevia,1.77,6.51,449.09,1.51,0.67,1.47,72.97
Peppermint,1.1,7.36,408.29,1.34,0.98,1.96,87.88
Nasturtium,2.05,6.38,544.11,1.27,0.55,1.95,58.77
Parsley,2.37,6.38,1043.94,2.81,0.67,1.42,61.76
Sweet pea,1.5,6.67,438.76,2.45,1.04,1.45,61.64
Coriander (Cilantro),4.22,6.71,532.7,2.75,0.67,1.99,75.91
Petunia,2.52,6.88,536.94,2.57,0.54,1.84,54.02
Crocus,4.99,7.22,242.38,1.66,1.31,2.07,70.5
Sunflower,1.66,7.11,403.73,2.7,0.52,1.97,79.29
Lavender cotton (Santolina),3.8,7.48,533.09,1.49,0.98,1.32,63.18
Lemon verbena,2.33,6.54,326.54,1.54,0.77,1.87,76.4
Tarragon,2.3,6.77,309.56,1.2,0.96,1.81,67.94
Nasturtium,2.1,7.2,735.46,2.3,0.62,1.28,50.51
Rosemary,3.08,6.02,360.07,2.3,0.91,1.59,74.49
Nasturtium,2.33,6.19,273.18,1.5,0.67,1.64,55.26
Geranium,2.68,6.17,857.84,1.81,0.5,1.69,64.97
Iris,0.92,6.97,483.11,1.96,0.26,2.49,47.0
Snapdragon,3.66,7.61,302.53,1.77,0.53,1.41,56.83
Daffodil,2.16,7.01,248.47,1.36,1.31,2.33,44.09
Spider plant (Chlorophytum comosum),3.43,6.2,619.49,2.81,0.89,1.98,70.71
Chamomile,1.39,6.38,924.86,2.36,1.02,1.52,51.82
Basil,1.38,6.15,1045.08,2.17,0.8,1.59,73.71
